Date,Business Area,Region,Country,IT Sub Area,IT Area,Cost element name,Cost Element Group,Cost Element Sub Group,Actual,Forecast,Plan,Plan_positive,Spend_status,Actual vs plan variance,Forecast vs plan variance,Actual - Forecast,Month,Month Name
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Team Performance,Other,Recognition,,,81.0,81.0,Planned Only,,,0.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Telecom,Other,Telecomm,14578.0,,,,Unplanned Actual,14578.0,,14578.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Telecom,Other,Telecomm,,14578.0,,,Unplanned Forecast,,14578.0,-14578.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Telecom,Other,Telecomm,,,9500.0,9500.0,Planned Only,,,0.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Training,Other,Training,1865.0,,,,Unplanned Actual,1865.0,,1865.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Training,Other,Training,,1865.0,,,Unplanned Forecast,,1865.0,-1865.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Transportation - Air,Other,Other,629.0,,,,Unplanned Actual,629.0,,629.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Transportation - Air,Other,Other,,629.0,,,Unplanned Forecast,,629.0,-629.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Transportation - Motor Freight,Other,Other,11124.0,,,,Unplanned Actual,11124.0,,11124.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Transportation - Motor Freight,Other,Other,,11124.0,,,Unplanned Forecast,,11124.0,-11124.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Travel Expense,Other,Travel,989.0,,,,Unplanned Actual,989.0,,989.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Travel Expense,Other,Travel,,989.0,,,Unplanned Forecast,,989.0,-989.0,2,Feb
Feb,Infrastructure,USA,USA,Productivity,Infrastructure,Waste Disposal,Other,Other,,,5500.0,5500.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Europe,France,Manufacturing,BU Support,Outsourcing,Labor,External Labor,-3951.0,,,,Unplanned Actual,-3951.0,,-3951.0,2,Feb
Feb,Manufacturing,Europe,France,Manufacturing,BU Support,Outsourcing,Labor,External Labor,,-3951.0,,,Unplanned Forecast,,-3951.0,3951.0,2,Feb
Feb,Manufacturing,Europe,France,Manufacturing,BU Support,Professional Services,Labor,External Labor,-6303.0,,,,Unplanned Actual,-6303.0,,-6303.0,2,Feb
Feb,Manufacturing,Europe,France,Manufacturing,BU Support,Professional Services,Labor,External Labor,,-6303.0,,,Unplanned Forecast,,-6303.0,6303.0,2,Feb
Feb,Manufacturing,Europe,France,Manufacturing,BU Support,Sub Contract Labor,Labor,External Labor,49898.0,,,,Unplanned Actual,49898.0,,49898.0,2,Feb
Feb,Manufacturing,Europe,France,Manufacturing,BU Support,Sub Contract Labor,Labor,External Labor,,49898.0,,,Unplanned Forecast,,49898.0,-49898.0,2,Feb
Feb,Manufacturing,Europe,France,Manufacturing,BU Support,Training,Other,Training,6646.0,,,,Unplanned Actual,6646.0,,6646.0,2,Feb
Feb,Manufacturing,Europe,France,Manufacturing,BU Support,Training,Other,Training,,6646.0,,,Unplanned Forecast,,6646.0,-6646.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Allowances,Labor,Internal Labor,,,248.4,248.4,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,,,249.44,249.44,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Contractors,Labor,External Labor,13632.0,,,,Unplanned Actual,13632.0,,13632.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Contractors,Labor,External Labor,,13632.0,,,Unplanned Forecast,,13632.0,-13632.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Employee Benefits,Labor,Internal Labor,,,504.01,504.01,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,,,11205.05,11205.05,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Insurance,Labor,Internal Labor,,,234.94,234.94,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,LOS,Other,Severance,,,2.88,2.88,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Maintenance and Repairs,Hardware & Software,Hardware Maintenance,,,3201.12,3201.12,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Other ( - Tax ),Labor,Internal Labor,,,139.66,139.66,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Payroll Taxes - Extra,Labor,Internal Labor,,,122.52,122.52,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Payroll Taxes - Retirement,Labor,Internal Labor,,,73.08,73.08,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,,,397.28,397.28,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Payroll Taxes - Social,Labor,Internal Labor,,,182.77,182.77,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Professional Services,Labor,External Labor,,,6343.51,6343.51,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Profit Sharing,Labor,Internal Labor,,,168.43,168.43,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,,,4543.27,4543.27,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Rent,Other,Other,,,8358.17,8358.17,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,,,187.58,187.58,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,Latin America,Mexico,Manufacturing,BU Support,Vacation,Labor,Internal Labor,,,170.35,170.35,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,8858.0,,,,Unplanned Actual,8858.0,,8858.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,,8858.0,,,Unplanned Forecast,,8858.0,-8858.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Bonuses,Labor,Internal Labor,,,8666.0,8666.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Computer Hardware,Hardware & Software,Hardware,,,333.33,333.33,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Conferences,Other,Training,495.0,,,,Unplanned Actual,495.0,,495.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Conferences,Other,Training,,495.0,,,Unplanned Forecast,,495.0,-495.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,15439.0,,,,Unplanned Actual,15439.0,,15439.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,,15439.0,,,Unplanned Forecast,,15439.0,-15439.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Fixed Assets,Depr & Amort,Depreciation,,,14591.17,14591.17,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,88.0,,,,Unplanned Actual,88.0,,88.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,,88.0,,,Unplanned Forecast,,88.0,-88.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Individual Performance Recognition,Other,Employee Performance,,,217.0,217.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,8321.0,,,,Unplanned Actual,8321.0,,8321.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,,8321.0,,,Unplanned Forecast,,8321.0,-8321.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Insurance,Labor,Internal Labor,,,7434.0,7434.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,M&E-Nondeductible,Other,Travel,417.0,,,,Unplanned Actual,417.0,,417.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,M&E-Nondeductible,Other,Travel,,417.0,,,Unplanned Forecast,,417.0,-417.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Other Miscellaneous Expense,Other,Other,,,-957.33,957.33,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,6240.0,,,,Unplanned Actual,6240.0,,6240.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,,6240.0,,,Unplanned Forecast,,6240.0,-6240.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,,,5650.0,5650.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,12322.0,,,,Unplanned Actual,12322.0,,12322.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,,12322.0,,,Unplanned Forecast,,12322.0,-12322.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Professional Services,Labor,External Labor,,,16666.67,16666.67,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,592.0,,,,Unplanned Actual,592.0,,592.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,,592.0,,,Unplanned Forecast,,592.0,-592.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Property Taxes,Other,Taxes,,,665.66,665.66,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,18418.0,,,,Unplanned Actual,18418.0,,18418.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,,18418.0,,,Unplanned Forecast,,18418.0,-18418.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Purchased Software,Hardware & Software,Software,,,18833.33,18833.33,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,70921.0,,,,Unplanned Actual,70921.0,,70921.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,,70921.0,,,Unplanned Forecast,,70921.0,-70921.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Regular Salaries And Wages,Labor,Internal Labor,,,70522.0,70522.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,8175.0,,,,Unplanned Actual,8175.0,,8175.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,,8175.0,,,Unplanned Forecast,,8175.0,-8175.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Medical,Labor,Internal Labor,,,7500.0,7500.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,8894.0,,,,Unplanned Actual,8894.0,,8894.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,,8894.0,,,Unplanned Forecast,,8894.0,-8894.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Retirement Plan Match,Labor,Internal Labor,,,8500.0,8500.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,4314.0,,,,Unplanned Actual,4314.0,,4314.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,,4314.0,,,Unplanned Forecast,,4314.0,-4314.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Savings Plan,Labor,Internal Labor,,,4231.0,4231.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Software,Depr & Amort,Amortization,454267.0,,,,Unplanned Actual,454267.0,,454267.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Software,Depr & Amort,Amortization,,454267.0,,,Unplanned Forecast,,454267.0,-454267.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Software,Depr & Amort,Amortization,,,451234.37,451234.37,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,50543.0,,,,Unplanned Actual,50543.0,,50543.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,,50543.0,,,Unplanned Forecast,,50543.0,-50543.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Software Maintenance,Hardware & Software,Software Maintenance,,,71500.0,71500.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Team Performance,Other,Recognition,,,56.0,56.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,2119.0,,,,Unplanned Actual,2119.0,,2119.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,,2119.0,,,Unplanned Forecast,,2119.0,-2119.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Telecom,Other,Telecomm,,,375.0,375.0,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Training,Other,Training,,,1416.67,1416.67,Planned Only,,,0.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Travel Expense,Other,Travel,3682.0,,,,Unplanned Actual,3682.0,,3682.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Travel Expense,Other,Travel,,3682.0,,,Unplanned Forecast,,3682.0,-3682.0,2,Feb
Feb,Manufacturing,USA,USA,Manufacturing,BU Support,Travel Expense,Other,Travel,,,1000.0,1000.0,Planned Only,,,0.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Adjustments,Labor,Internal Labor,926.0,,,,Unplanned Actual,926.0,,926.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Adjustments,Labor,Internal Labor,,926.0,,,Unplanned Forecast,,926.0,-926.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Employee Wellness,Labor,Internal Labor,170.0,,,,Unplanned Actual,170.0,,170.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Employee Wellness,Labor,Internal Labor,,170.0,,,Unplanned Forecast,,170.0,-170.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Food Expense,Other,Other,131.0,,,,Unplanned Actual,131.0,,131.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Food Expense,Other,Other,,131.0,,,Unplanned Forecast,,131.0,-131.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Insurance,Labor,Internal Labor,81.0,,,,Unplanned Actual,81.0,,81.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Insurance,Labor,Internal Labor,,81.0,,,Unplanned Forecast,,81.0,-81.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Matching,Other,Other,-34.0,,,,Unplanned Actual,-34.0,,-34.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Matching,Other,Other,,-34.0,,,Unplanned Forecast,,-34.0,34.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Payroll Taxes - Salaries,Labor,Internal Labor,2949.0,,,,Unplanned Actual,2949.0,,2949.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Payroll Taxes - Salaries,Labor,Internal Labor,,2949.0,,,Unplanned Forecast,,2949.0,-2949.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Regular Salaries And Wages,Labor,Internal Labor,8237.0,,,,Unplanned Actual,8237.0,,8237.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Regular Salaries And Wages,Labor,Internal Labor,,8237.0,,,Unplanned Forecast,,8237.0,-8237.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Regular Salaries And Wages,Labor,Internal Labor,,,13025.42,13025.42,Planned Only,,,0.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Retirement Plan Match,Labor,Internal Labor,881.0,,,,Unplanned Actual,881.0,,881.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Retirement Plan Match,Labor,Internal Labor,,881.0,,,Unplanned Forecast,,881.0,-881.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Salaries Deductions - Other,Other,Other,-7.0,,,,Unplanned Actual,-7.0,,-7.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Salaries Deductions - Other,Other,Other,,-7.0,,,Unplanned Forecast,,-7.0,7.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Vacation,Labor,Internal Labor,1549.0,,,,Unplanned Actual,1549.0,,1549.0,2,Feb
Feb,Office & Administrative,Europe,Belgium,R2,Functional,Vacation,Labor,Internal Labor,,1549.0,,,Unplanned Forecast,,1549.0,-1549.0,2,Feb
Feb,Office & Administrative,Europe,Switzerland,R2,Functional,Professional Services,Labor,External Labor,32.0,,,,Unplanned Actual,32.0,,32.0,2,Feb
Feb,Office & Administrative,Europe,Switzerland,R2,Functional,Professional Services,Labor,External Labor,,32.0,,,Unplanned Forecast,,32.0,-32.0,2,Feb
Feb,Office & Administrative,Europe,Switzerland,R2,Functional,Professional Services,Labor,External Labor,,,3401.36,3401.36,Planned Only,,,0.0,2,Feb
Feb,Office & Administrative,USA,USA,R2,Functional,Software,Depr & Amort,Amortization,860101.0,,,,Unplanned Actual,860101.0,,860101.0,2,Feb
Feb,Office & Administrative,USA,USA,R2,Functional,Software,Depr & Amort,Amortization,,860101.0,,,Unplanned Forecast,,860101.0,-860101.0,2,Feb
Feb,Office & Administrative,USA,USA,R2,Functional,Software,Depr & Amort,Amortization,,,880934.3,880934.3,Planned Only,,,0.0,2,Feb
Feb,Services,Europe,Austria,Innovation,Enablement,Regular Salaries And Wages,Labor,Internal Labor,,,11971.9,11971.9,Planned Only,,,0.0,2,Feb
Feb,Services,Europe,Austria,Innovation,Enablement,Telephone,Other,Telecomm,,,159.62,159.62,Planned Only,,,0.0,2,Feb
Feb,Services,Europe,Austria,Innovation,Enablement,Training,Other,Training,,,119.72,119.72,Planned Only,,,0.0,2,Feb
Feb,Services,Europe,Austria,Innovation,Enablement,Travel Expense,Other,Travel,,,798.12,798.12,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Bonuses,Labor,Internal Labor,5708.0,,,,Unplanned Actual,5708.0,,5708.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Bonuses,Labor,Internal Labor,,5708.0,,,Unplanned Forecast,,5708.0,-5708.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Bonuses,Labor,Internal Labor,,,5165.0,5165.0,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Individual Performance Recognition,Other,Employee Performance,,,97.0,97.0,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Insurance,Labor,Internal Labor,4623.0,,,,Unplanned Actual,4623.0,,4623.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Insurance,Labor,Internal Labor,,4623.0,,,Unplanned Forecast,,4623.0,-4623.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Insurance,Labor,Internal Labor,,,3304.0,3304.0,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,M&E-Nondeductible,Other,Travel,1175.0,,,,Unplanned Actual,1175.0,,1175.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,M&E-Nondeductible,Other,Travel,,1175.0,,,Unplanned Forecast,,1175.0,-1175.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Moving Expenses - NT,Other,Moving,1555.0,,,,Unplanned Actual,1555.0,,1555.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Moving Expenses - NT,Other,Moving,,1555.0,,,Unplanned Forecast,,1555.0,-1555.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Office Services,Labor,External Labor,10.0,,,,Unplanned Actual,10.0,,10.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Office Services,Labor,External Labor,,10.0,,,Unplanned Forecast,,10.0,-10.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Other Miscellaneous Expense,Other,Other,,,4333.33,4333.33,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Payroll Taxes - Salaries,Labor,Internal Labor,6938.0,,,,Unplanned Actual,6938.0,,6938.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Payroll Taxes - Salaries,Labor,Internal Labor,,6938.0,,,Unplanned Forecast,,6938.0,-6938.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Payroll Taxes - Salaries,Labor,Internal Labor,,,6726.0,6726.0,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Regular Salaries And Wages,Labor,Internal Labor,40432.0,,,,Unplanned Actual,40432.0,,40432.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Regular Salaries And Wages,Labor,Internal Labor,,40432.0,,,Unplanned Forecast,,40432.0,-40432.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Regular Salaries And Wages,Labor,Internal Labor,,,36458.0,36458.0,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Retirement Medical,Labor,Internal Labor,4542.0,,,,Unplanned Actual,4542.0,,4542.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Retirement Medical,Labor,Internal Labor,,4542.0,,,Unplanned Forecast,,4542.0,-4542.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Retirement Medical,Labor,Internal Labor,,,3333.0,3333.0,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Retirement Plan Match,Labor,Internal Labor,5144.0,,,,Unplanned Actual,5144.0,,5144.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Retirement Plan Match,Labor,Internal Labor,,5144.0,,,Unplanned Forecast,,5144.0,-5144.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Retirement Plan Match,Labor,Internal Labor,,,4470.0,4470.0,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Savings Plan,Labor,Internal Labor,2358.0,,,,Unplanned Actual,2358.0,,2358.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Savings Plan,Labor,Internal Labor,,2358.0,,,Unplanned Forecast,,2358.0,-2358.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Savings Plan,Labor,Internal Labor,,,2187.0,2187.0,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Team Performance,Other,Recognition,,,25.0,25.0,Planned Only,,,0.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Telecom,Other,Telecomm,135.0,,,,Unplanned Actual,135.0,,135.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Telecom,Other,Telecomm,,135.0,,,Unplanned Forecast,,135.0,-135.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Travel Expense,Other,Travel,7205.0,,,,Unplanned Actual,7205.0,,7205.0,2,Feb
Feb,Services,USA,USA,Innovation,Enablement,Travel Expense,Other,Travel,,7205.0,,,Unplanned Forecast,,7205.0,-7205.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Customer Meetings,Other,Other,145.0,,,,Unplanned Actual,145.0,,145.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Customer Meetings,Other,Other,,145.0,,,Unplanned Forecast,,145.0,-145.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Non CAPEX Equipment,Hardware & Software,Hardware,,,906.68,906.68,Planned Only,,,0.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Other Miscellaneous Expense,Other,Other,88.0,,,,Unplanned Actual,88.0,,88.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Other Miscellaneous Expense,Other,Other,,88.0,,,Unplanned Forecast,,88.0,-88.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,2597.0,,,,Unplanned Actual,2597.0,,2597.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Payroll Taxes - Salaries,Labor,Internal Labor,,2597.0,,,Unplanned Forecast,,2597.0,-2597.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Professional Services,Labor,External Labor,,,2040.01,2040.01,Planned Only,,,0.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Regular Salaries And Wages,Labor,Internal Labor,12834.0,,,,Unplanned Actual,12834.0,,12834.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Regular Salaries And Wages,Labor,Internal Labor,,12834.0,,,Unplanned Forecast,,12834.0,-12834.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Regular Salaries And Wages,Labor,Internal Labor,,,23943.8,23943.8,Planned Only,,,0.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Retirement Plan Match,Labor,Internal Labor,316.0,,,,Unplanned Actual,316.0,,316.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Retirement Plan Match,Labor,Internal Labor,,316.0,,,Unplanned Forecast,,316.0,-316.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Telephone,Other,Telecomm,,,319.25,319.25,Planned Only,,,0.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Training,Other,Training,487.0,,,,Unplanned Actual,487.0,,487.0,2,Feb
Feb,BU,Europe,Spain,Distribution,BU Support,Training,Other,Training,,487.0,,,Unplanned Forecast,,487.0,-487.0,2,Feb
